"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to sign up using my email account and google So that i can login to the app","As user i have be able to success sign up with email","SUCCESS","2022-03-22T21:40:40.184+07:00[Asia/Bangkok]","0.0","0.07"
"As a user I want to sign up using my email account and google So that i can login to the app","As user i have be able to success sign up with google","SUCCESS","2022-03-22T21:40:40.28+07:00[Asia/Bangkok]","0.0","0.12"
"As a user I want to sign up using my email account and google So that i can login to the app","As user i have failed to trying to sign up with email","SUCCESS","2022-03-22T21:40:40.423+07:00[Asia/Bangkok]","0.0","0.27"
