"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to complete some problem math So that i have to operate calculator","As user i have be able to see sum result","SUCCESS","2022-04-24T23:25:42.235+07:00[Asia/Bangkok]","0.0","35.59"
"As a user I want to complete some problem math So that i have to operate calculator","As user i have be able to see minus result","SUCCESS","2022-04-24T23:26:58.763+07:00[Asia/Bangkok]","0.0","34.99"
