"Story","Title","Result","Date","Stability","Duration (s)"
"As user i want to make transactions","As a user I want to see all transaction with authorization","SUCCESS","2022-05-17T21:18:53.406+07:00[Asia/Bangkok]","0.0","0.9"
"As user i want to make transactions","As a user I want to see all transaction with not input token","SUCCESS","2022-05-17T21:18:54.316+07:00[Asia/Bangkok]","0.0","1.38"
