"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to check book in bookstore So that i visit to bookstore","GET - As admin I have be able to see existing book","SUCCESS","2022-04-23T09:32:31.069+07:00[Asia/Bangkok]","0.0","13.76"
"As an admin I want to see list of user So that i can create new user","POST - As admin I have be able to create new user","SUCCESS","2022-04-23T09:32:46.649+07:00[Asia/Bangkok]","0.0","2.63"
