"Story","Title","Result","Date","Stability","Duration (s)"
"As user I want to see home page So that i can buy product","POST - As a user I success to login with valid data","SUCCESS","2022-05-17T13:54:34+07:00[Asia/Bangkok]","0.0","0.66"
"As user i want to make transactions","As a user I want to see all transaction with authorization","SUCCESS","2022-05-17T13:54:41.012+07:00[Asia/Bangkok]","0.0","1.03"
