"Story","Title","Result","Date","Stability","Duration (s)"
"As user i want to create account So that i can login and see home page","POST - As a user I success to create account with valid data","SUCCESS","2022-05-17T13:54:39.187+07:00[Asia/Bangkok]","0.0","1.33"
"As user i want to create account So that i can login and see home page","POST - As a user I failed to create account with empty data","SUCCESS","2022-05-17T13:54:40.525+07:00[Asia/Bangkok]","0.0","0.47"
