"Story","Title","Result","Date","Stability","Duration (s)"
"As user i want to see categories and add new categories","GET - As a user I want to get all categories","SUCCESS","2022-05-17T13:54:23.612+07:00[Asia/Bangkok]","0.0","7.86"
"As user i want to see categories and add new categories","POST - As a user I want to create new categories with valid data","SUCCESS","2022-05-17T13:54:31.515+07:00[Asia/Bangkok]","0.0","2.31"
